 INFO | 2017-03-01 00:59:14,994 | Common.java | 85 | Startup activites...
 INFO | 2017-03-01 00:59:14,996 | Common.java | 85 | Test Output Directory creation successful :C:\Automation\01_iSafe_Morning_Reportv_PRE_MASTER\TestResults\2017_03_01_00_59_14_AM
 INFO | 2017-03-01 00:59:14,996 | Common.java | 85 | Log File creation successful : LogFile.log
 INFO | 2017-03-01 00:59:14,998 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2017-03-01 00:59:15,001 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2017-03-01 00:59:15,106 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2017-03-01 00:59:15,150 | Common.java | 85 | Getting value of AppURL from Test Configuration file : 
 INFO | 2017-03-01 00:59:15,151 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2017-03-01 00:59:15,169 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,170 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,170 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,171 | Common.java | 85 | Getting value of AppURL from Test Configuration file : 
 INFO | 2017-03-01 00:59:15,171 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2017-03-01 00:59:15,185 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,186 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,186 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,187 | Common.java | 85 | Getting value of AppURL from Test Configuration file : 
 INFO | 2017-03-01 00:59:15,188 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2017-03-01 00:59:15,229 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,230 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,230 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,231 | Common.java | 85 | Getting value of AppURL from Test Configuration file : 
 INFO | 2017-03-01 00:59:15,232 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2017-03-01 00:59:15,246 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,246 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,247 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,247 | Common.java | 85 | Getting value of AppURL from Test Configuration file : 
 INFO | 2017-03-01 00:59:15,248 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2017-03-01 00:59:15,261 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,262 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,262 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,263 | Common.java | 85 | Getting value of AppURL from Test Configuration file : 
 INFO | 2017-03-01 00:59:15,263 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2017-03-01 00:59:15,280 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,280 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,280 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,281 | Common.java | 85 | Getting value of AppURL from Test Configuration file : 
 INFO | 2017-03-01 00:59:15,281 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2017-03-01 00:59:15,295 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,295 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,296 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,296 | Common.java | 85 | Getting value of AppURL from Test Configuration file : 
 INFO | 2017-03-01 00:59:15,296 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2017-03-01 00:59:15,310 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,310 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,311 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,311 | Common.java | 85 | Getting value of AppURL from Test Configuration file : 
 INFO | 2017-03-01 00:59:15,312 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2017-03-01 00:59:15,325 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,325 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,326 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,326 | Common.java | 85 | Getting value of AppURL from Test Configuration file : 
 INFO | 2017-03-01 00:59:15,326 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2017-03-01 00:59:15,339 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,339 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,339 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,340 | Common.java | 85 | Getting value of AppURL from Test Configuration file : 
 INFO | 2017-03-01 00:59:15,340 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2017-03-01 00:59:15,361 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,361 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,362 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-01 00:59:15,650 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,650 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,650 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,650 | Common.java | 85 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,650 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,650 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,651 | Common.java | 85 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,650 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,651 | Common.java | 85 | Getting value of PageLoadWaitTime from Test Configuration file : 100
 INFO | 2017-03-01 00:59:15,651 | Common.java | 85 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,651 | Common.java | 85 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,650 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,650 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,652 | Common.java | 85 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,650 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,652 | Common.java | 85 | Element time out set
 INFO | 2017-03-01 00:59:15,653 | Common.java | 85 | Getting value of PageLoadWaitTime from Test Configuration file : 100
 INFO | 2017-03-01 00:59:15,653 | Common.java | 85 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2017-03-01 00:59:15,654 | Common.java | 85 | Getting value of PageLoadWaitTime from Test Configuration file : 100
 INFO | 2017-03-01 00:59:15,652 | Common.java | 85 | Getting value of TextLoadWaitTime from Test Configuration file : 30
