 INFO | 2017-03-09 14:28:09,334 | Common.java | 85 | Startup activites...
 INFO | 2017-03-09 14:28:09,336 | Common.java | 85 | Test Output Directory creation successful :C:\Automation\01_iSafe_Morning_Reportv_PRE_MASTER\TestResults\2017_03_09_02_28_09_PM
 INFO | 2017-03-09 14:28:09,336 | Common.java | 85 | Log File creation successful : LogFile.log
 INFO | 2017-03-09 14:28:09,342 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2017-03-09 14:28:09,346 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2017-03-09 14:28:09,511 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2017-03-09 14:28:09,572 | Common.java | 85 | Getting value of AppURL from Test Configuration file : 
 INFO | 2017-03-09 14:28:09,572 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2017-03-09 14:28:09,590 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-09 14:28:09,590 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-09 14:28:09,590 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-09 14:28:09,591 | Common.java | 85 | Getting value of AppURL from Test Configuration file : 
 INFO | 2017-03-09 14:28:09,591 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2017-03-09 14:28:09,607 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-09 14:28:09,607 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-09 14:28:09,607 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-09 14:28:09,609 | Common.java | 85 | Getting value of AppURL from Test Configuration file : 
 INFO | 2017-03-09 14:28:09,609 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2017-03-09 14:28:09,640 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2017-03-09 14:28:09,640 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
